category,question_title,question_content,question_date,question_url
Da liễu,Da liễu,Thuốc telfast GD 180mg có phải kháng sinh ko ạ thưa bác sĩ,17/07/2020,https://medlatec.vn/hoi-dap/da-lieu--c26-q54004#traloi
Da liễu,Những nốt nhỏ trên da bụng,Bác ơi cho con hỏi sao trên vùng da ở quanh bụng và ngực của con nổi những nốt nhỏ li ti màu nâu là bị gì ạ.nó mọc dạng khô và có thể gãi mạnh là có những nốt nó ra dc.bác cho con xin cách điều trị ạ,15/07/2020,https://medlatec.vn/hoi-dap/nhung-not-nho-tren-da-bung-c26-q53974#traloi
Da liễu,Mụn li ti ở môi,"Chào bác sĩ. Cháu 17 tuổi, gần đây cháu có bị mụn nhỏ li ti hơn đầu kim ở trên môi. Ban đầu cháu mím môi thấy xào xạo(như tay mình có cát đó) thì cháu nghĩ là môi bị khô. Nhưng sau tầm 3-4 ngày thì căng môi ra thì nhìn mới biết là mụn rất rất nhỏ và nhiều hơn lúc trước. Bác sĩ cho cháu hỏi cháu bị sao ạ? Chữa như nào ạ?",15/07/2020,https://medlatec.vn/hoi-dap/mun-li-ti-o-moi-c26-q53951#traloi
Da liễu,Thắc mắc về mụn,Con có mọc cục mụn trên mặt dưới da và khi sờ vào thì cảm thấy nó cứng và màu tím xin tư vấn cách trị,15/07/2020,https://medlatec.vn/hoi-dap/thac-mac-ve-mun-c26-q53926#traloi
Da liễu,Chân chỉ,"Bác sĩ cho e hỏi e cắt bao quy đầu sau khi rút chỉ nay được 1 tháng rồi mà chân chỉ vẫn còn lỗ chân chỉ, da chỗ chân chỉ co lại nhưng không đau. Thì có làm sao không bác sĩ. Chân chỉ đấy có liền lại không hay nó như thế mãi. Cảm ơn bác sĩ",13/07/2020,https://medlatec.vn/hoi-dap/chan-chi-c26-q53881#traloi
Da liễu,Da bị nổi sần và dát,"chào bác sĩ , hôm trc sau khi tắm xong da vùng lưng trên của cháu bắt đầu nổi sần và bị dát . cháu không sử dụng mĩ phẩm và cũng chưa bị dị ứng thời tiết . 
cho cháu hỏi cháu đang mắc bệnh về da gì ạ ?",12/07/2020,https://medlatec.vn/hoi-dap/da-bi-noi-san-va-dat-c26-q53835#traloi
Da liễu,Móng chân bị đau và tím do kẹt cửa,"Thưa bác sĩ, 2 ngày trước móng chân cháu đã bị kẹt cửa và tím gần như toàn bộ móng từ lúc đó luôn ạ. Cháu nghe nói tụ máu như vậy thì cần khám bác sĩ và nếu để tự mọc móng mới thì sẽ rất lâu và xấu. Nhưng mẹ bảo là không nhất thiết và chỉ cần thuốc giảm đau thôi. Cháu nên làm gì đây ạ?",11/07/2020,https://medlatec.vn/hoi-dap/mong-chan-bi-dau-va-tim-do-ket-cua-c26-q53799#traloi
Da liễu,Hỏi về việc cào/cậy nốt ruồi trên mặt,"Thưa bác sĩ, hôm trước khi soi gương con có thấy một nốt đen mờ ở trên mặt, tưởng là mụn đầu đen nên con đã lấy tay cào thử nhưng nốt đen ấy không biến mất và con mới biết đó là nốt ruồi. Sau khi cào, nốt ruồi trở nên đen rõ hơn (lúc trước thì mờ mờ thôi ạ), nhìn thoáng qua là thấy và chổ nốt ruồi có hơi sưng lên, làm mất thẩm mĩ và sự tự tin của con. 
Bác sĩ cho con hỏi liệu vài ngày nữa nốt ruồi đó của con có thể trở lại bình thường (mờ như cũ) hay là sẽ đen rõ như vậy luôn ạ.
Con cảm ơn bác sĩ.",08/07/2020,https://medlatec.vn/hoi-dap/hoi-ve-viec-caocay-not-ruoi-tren-mat-c26-q53647#traloi
Da liễu,"Rốn nổi hột li ti ngứa, có dịch hôi","Cách đây vài ngày, mình có lỡ cậy rốn và bị vài vết xước nhỏ ở rốn. Ngày hôm sau thì rốn bị nổi ít mẩn nước li ti ở vùng lỗ rốn và chảy ít dịch màu trong, khoản 3 ngày thỉ 2 có dịch hơi hôi bôi dầu thì rất rát. Có phải mình bị nhiễm trùng không và cách xử lí ra sao ạ?",06/07/2020,https://medlatec.vn/hoi-dap/ron-noi-hot-li-ti-ngua-co-dich-hoi--c26-q53571#traloi
Da liễu,Mụn thịt trên mặt,Bé nhà mình 3 tuổi mới đầu có 1-2 nốt mụn thịt trên lông mày giờ gần mắt ria mép đều có mà càng ngày càng nhiều  có sao ko ạ mong bs tư vấn giúp với ạ để cho cháu khỏi hết ạ,06/07/2020,https://medlatec.vn/hoi-dap/mun-thit-tren-mat-c26-q53550#traloi
Da liễu,Bệnh da liễu,"Chào bác sĩ,3 tháng nay tôi bị nổi mụn nước li ti khắp vùng bụng,ngực và lưng,kèm theo ngứa,tôi vừa sinh mổ được 9 tháng,xin hỏi tôi đã bị gì và hướng chữa trị như thế nào ạ,xin cảm ơn!",06/07/2020,https://medlatec.vn/hoi-dap/benh-da-lieu-c26-q53531#traloi
Da liễu,Uống thuốc da liễu điều trị mụn,"Chào bác sĩ!
Em đã thăm khám và uống thuốc điều trị mụn trứng cá (bị ít) đồng thời làm giảm tàn nhang giúp đẹp da được hơn 2 năm nay. Tuy nhiên, chỉ vừa ngưng uống thuốc được 5 ngày là da e bắt đầu xấu hẳn. Mụn li ti nổi lên, da sạm và đen liền, lỗ chân lông cũng bắt đầu to ra. 
Vậy cho e hỏi tại sao lại xảy ra tình trạng đó? Và nếu như vậy thì em phải uống thuốc trọn đời ạ?",19/06/2020,https://medlatec.vn/hoi-dap/uong-thuoc-da-lieu-dieu-tri-mun-c26-q52707#traloi
Da liễu,Bị mẩn ngứa ở ngón tay,"Cháu chào bác sĩ. Khoảng 2 tuần nay ngón giữa và ngón đeo nhẫn bên tay trái của cháu bị nổi mẩn lên và có các chấm li ti màu đỏ dưới chỗ bị nổi mẩn, nhìn rất giống vết máu lúc bị bầm ý ạ. Da cháu lúc đầu rất ngứa rát và bây giờ thì nó bị bì bì và hơi sưng ngón tay lên ạ. Đến nỗi bây giờ cháu còn ko nắm được khít tay vào ạ . Lúc đầu cháu còn tưởng do da khô nên bôi kem tay trước khi đi ngủ nhưng vẫn không thấy đỡ ạ. Mong bác sĩ bắt bệnh và tư vấn giúp cháu với ạ. Cháu cảm ơn bác sĩ nhiều ạ!",18/06/2020,https://medlatec.vn/hoi-dap/bi-man-ngua-o-ngon-tay-c26-q52699#traloi
Da liễu,Chữa bệnh,Tôi đi khám tại bệnh viện kí sing trùng nghẹ an được kết luận bị nhiễm giun sán chó mèo được bác sĩ kê thuốc uống nhưng uống vào bệnh lại nặng thêm. Ngứa toàn thân luôn bác sĩ . Thước kê gồm có thuốc đặc trị giun sán thuốc chống ngứa thuốc hổ trợ gan. Vậy xin hỏi bác sĩ như vậy coa đúng bệnh ko cách điều trị như thế nào. Cảm ơn bác sĩ,18/06/2020,https://medlatec.vn/hoi-dap/chua-benh-c26-q52691#traloi
Da liễu,Da liễu,Cháu có cậy rốn do lỡ tay nên cháu cào mạnh quá làm cho rốn bị chảy dịch màu trong suốt đến bây giờ vẫn chưa thấy lành mong bác sĩ tư vấn giúp cháu phải làm sao ạ?,18/06/2020,https://medlatec.vn/hoi-dap/da-lieu--c26-q52682#traloi
Da liễu,Móng tay,"Cháu chào bác sĩ, năm nay cháu 17 tuổi. Tầm khoảng nửa năm trước móng tay cháu bị tách lớp và sau đó đã mọc lại nhưng phần mọc lại bên kẽ trái và bên trên không dính vào thịt và có màu trắng đục. Vậy móng tay của cháu bị làm sao và có khắc phục được không ạ?
Đây là ảnh của móng tay cháu https://photos.app.goo.gl/yVFJKG5phANRVNxm6",17/06/2020,https://medlatec.vn/hoi-dap/mong-tay-c26-q52624#traloi
Da liễu,Hai,Chào bs cho e hỏi bé nhà e dc hơn 6th r . Sinh cháu dc gần tháng thì chán của cháu có 1 nửa chán trắng hơn  so mới da nh8fn mờ mòe k rõ lắm. Bjo dc hơn 6th càng ngày càng thấy trắng rõ là bị sao ạ .,16/06/2020,https://medlatec.vn/hoi-dap/hai-c26-q52596#traloi
Da liễu,Những nốt nước trong li ti xuất hiện trên môi,"Sau khi ngủ dậy tôi phát hiện ra trên môi có mọc những nốt nước trong li ti khắp xung quanh viền môi, bên cạnh đó còn có những đốm trắng nhỏ ẩn li ti dưới môi, không có biểu hiện rát ngứa hay đỏ. Sau đó tôi đã tự nặn bằng tay và những nốt này khô lại. Sau một thời gian thì những nổ này lại mọc lên vậy tôi muốn hỏi bệnh gì và cách khắc phục",16/06/2020,https://medlatec.vn/hoi-dap/nhung-not-nuoc-trong-li-ti-xuat-hien-tren-moi-c26-q52578#traloi
Da liễu,Nổi mề đay,"Em bị nổi mề đay, em có đi xét nghiệm, thì kết quả nhiễm giun lươn, giun đầu gai, sán lá gan lớn. Bác sĩ kê đơn thuốc: ivermectin 6mg, và Triclabendazole tablets 250mg( cách 1 tuần sau mới uống khi uống xong thuốc ivermectin), và telfast 60g( uống khi ngứa). Cho em hỏi 2 loại thuốc trị giun ở trên , em có cần uống thêm thuốc hỗ trợ gan thêm không ạ. Và cách uống như thế nào trong quá trình sử dụng thuốc ạ.",15/06/2020,https://medlatec.vn/hoi-dap/noi-me-day-c26-q52539#traloi
Da liễu,da liễu,"Chào bác sĩ,cháu bị dị ứng nổi chàm ở chân và tay. Cháu có uống thuốc và bôi thuốc Lotusone được 1 tuần thì thấy đã đỡ đi nhiều. Tuy nhiên cháu thấy các vết chàm này bị chuyển thâm đen mà con bôi thử kem nghệ nhưng thấy không đỡ. bác cho cháu hỏi cháu phải bôi thêm gì hay làm gì để giảm thâm không ạ.",15/06/2020,https://medlatec.vn/hoi-dap/da-lieu-c26-q52528#traloi
Da liễu,Nổi nốt đỏ,"E chào Bs e năm nay 20 t từ tháng 3 đến nay e xuất hiện trên tay chân và khắp người những nốt đỏ và rất ngứa, e có đi xét nghiệm t4 kq là %lym 43.5 %mono 9.3 Neu45.8 tiểu cầu 10.0 Pdw 12.4 Eo 0.08 và %Eo 1.2  có uống thuốc Aleradin 1 tháng nhưng vẫn nổi liên tục từng ngày. Vừa t6 đây e co đi xn lại thì % Lym 49.8  Bs xem giúp e bị gi và cách điều trị để bớt nổi và ngứa hơn ah. E xin cảm ơn",15/06/2020,https://medlatec.vn/hoi-dap/-noi-not-do--c26-q52512#traloi
Da liễu,Cần bác sĩ tư vấn,"Chào bác sĩ ! Cháu có bị thâm vùng da ở 2 mép ở miệng, nó khô và rát khi mở miệng quá to thì nó hơi đau rất khó chịu, thỉnh thoảng khô còn chóc vảy da màu trắng. Mong bác sĩ cho cháu biết cháu bị bệnh gì và phải chữa trị ra là sao . Cháu xin cảm ơn!",12/06/2020,https://medlatec.vn/hoi-dap/can-bac-si-tu-van-c26-q52424#traloi
Da liễu,Bị dị ứng sốt và ngứa dông đốt,Bác sĩ ơi cho em hỏi mỗi lần em bị ông đốt em em bị sốt đến 39 độ lần này em bị ông mật đốt ngay gan bàn chân do dẫm đâu no trong nha. 2 hôm rồi hnay em bị sốt cao . Em gai lam gì thưa bác sĩ,12/06/2020,https://medlatec.vn/hoi-dap/bi-di-ung-sot-va-ngua-dong-dot-c26-q52416#traloi
Da liễu,Da liễu,"Cháu bị một cục sưng trên trái dương nó cứ xẹp đi rồi nổi lại, sờ vào mềm hơi đau đó có phải là mụn không ạ",11/06/2020,https://medlatec.vn/hoi-dap/da-lieu-c26-q52363#traloi
Da liễu,..,"Chào bác sĩ ! Cháu có bị thâm vùng da ở 2 mép ở miệng, nó khô và rát khi mở miệng quá to thì nó hơi đau rất khó chịu, thỉnh thoảng khô còn chóc vảy da màu trắng. Mong bác sĩ cho cháu biết cháu bị bệnh gì và phải chữa trị ra là sao . Cháu xin cảm ơn!",11/06/2020,https://medlatec.vn/hoi-dap/-c26-q52348#traloi
Da liễu,Vết đỏ tròn trên 2 cẳng chân,"Chào bác sĩ. Mẹ em năm nay 61 tuổi, tuần trước sau khi đi rẫy về thì trên 2 cẳng chân (từ mắt cá đến đầu gối) nổi lên các vết đỏ tròn có đường kính từ 2-4cm. Màu và hình dạng giống như vết giác hơi, có hơi ngứa, không sưng, không tróc da. Mẹ em uống thuốc dị ứng mề đây thì có đỡ ngứa, nhưng khoảng 5 ngày rồi các vết này cũng còn đỏ, không thấy phai màu. Cho em hỏi này là mẹ em bị gì ạ? Cảm ơn bác sĩ.",11/06/2020,https://medlatec.vn/hoi-dap/vet-do-tron-tren-2-cang-chan-c26-q52336#traloi
Da liễu,Da liễu,Dạ chào bác sĩ. Thưa bác sĩ em có đó khám ở 1 phòng khám có kết quả xét nghiệm soi tươi tế bào biểu mô(++) thì nghĩa là như thế nào ạ. Em cảm ơn ạ.,31/05/2020,https://medlatec.vn/hoi-dap/da-lieu-c26-q51795#traloi
Da liễu,"Nốt nhỏ, cứng ở sau gáy","Bác sĩ ơi em có nổi một nốt nhỏ cứng cứng ở phần da sau gáy, bên ngoài nhìn vào thấy đen đen, sờ vào thì thấy cứng cứng, cho em hỏi đó là gì ạ",31/05/2020,https://medlatec.vn/hoi-dap/not-nho-cung-o-sau-gay-c26-q51794#traloi
Da liễu,Cần tư vấn về da :(,"Cánh tay phải có vài đốm trắng nhỏ là bị gì ạ
Lúc trước có nổi hột nhỏ như mụn sau đó hột đó vỡ ra để lại đốm trắng là sao ạ :((",30/05/2020,https://medlatec.vn/hoi-dap/can-tu-van-ve-da--c26-q51773#traloi
Da liễu,Nốt mụn bị nổi đỏ đô dùng kem đánh răng,"Em có đọc trên mạng là dùng kem đánh răng có thể trị mụn được nên sau khi rửa mặt với sữa rửa mặt em đã bôi kem đánh răng lên các nốt mụn và bỏ qua đêm , vào sáng hôm sau khi rửa đi lớp kem đánh răng em cảm thấy rát ở các nốt mụn và sau đó là sưng đỏ ở các chỗ mà em đã bôi kem đánh răng lên và đôi khi cảm thấy ngứa. Em rấ mong được tư vấn vì em có đọc vài thôg tin trên mạng thì được biết là em đang bị bỏng da đỏ trong kem đánh rắng có chứa chất tẩy trắng ạ
 Em mong được tư vấn cách điều trị ạ",30/05/2020,https://medlatec.vn/hoi-dap/not-mun-bi-noi-do-do-dung-kem-danh-rang-c26-q51746#traloi
Da liễu,Bị ngứa lở tay,"Bác sĩ ơi e bị sưng ngứa ở tay, có nơi xuất hiện các chấm máu li ti quanh ngón tay. Bác sĩ cho e hỏi e bị bệnh gì ạ? E xin cảm ơn bác sĩ nhiều",28/05/2020,https://medlatec.vn/hoi-dap/bi-ngua-lo-tay-c26-q51680#traloi
Da liễu,ĐAU DƯỚI VÙNG NÁCH,"Trước đây tầm 4 tháng vùng da dưới cánh tay của em khi sờ vào thấy một cục nhỏ và đau. Sau khi đi khám một lần qua siêu âm, thì không thấy có u hay gì phía dưới. Bác sĩ bảo bị viêm sưng do bí tắc lỗ chân lông, tổn thương vùng da phía dưới. Cho e đơn thuốc uống và sau đó khỏi, khi sờ không còn đau hay thấy bất kì gì..... Nhưng hơn 1 tuần nay thì trường hợp ấy lại xuất hiện và khi sờ vào đau hơn trước nhiều. Mong cho em tư vấn ạ, em đang rất lo lắng. Em cảm ơn nhiều ạ",27/05/2020,https://medlatec.vn/hoi-dap/dau-duoi-vung-nach--c26-q51647#traloi
Da liễu,Mụn đinh râu,"cho em hỏi là em có bị mụn đinh râu, em có để nó bưng mủ rồi nặn ra nhưng vì em không biết nên chưa nặn ra cái đinh của mụn. Em để vậy cho đến bây giờ mụn nó lại chồi lên em phải làm sao ạ? cái này là mụn cũ em chưa nặn hết hay là mụn mới ạ ?",27/05/2020,https://medlatec.vn/hoi-dap/mun-dinh-rau-c26-q51620#traloi
Da liễu,Vấn đề về virus HSV,"Cháu năm nay 21 tuổi cháu có đi xet nghiệm HSV thì có kết quả(HSV 1/2 IgG 8,20 dương tính và igM 5,0 âm tính) cháu muốn biết phương pháp điều trị ạ,cháu mong bác sĩ phản hồi cháu came ơn ạ",27/05/2020,https://medlatec.vn/hoi-dap/van-de-ve-virus-hsv-c26-q51614#traloi
Da liễu,Da nổi nhiều nốt như muỗi cắn và ngứa,"Thưa bác sĩ, cánh tay em có nổi 6-7 nốt cách xa nhau như muỗi cắn và rất ngứa. Và mỗi ngày lại nổi thêm 1-2 nốt. Cho em hỏi đấy là bị gì ạ?",27/05/2020,https://medlatec.vn/hoi-dap/da-noi-nhieu-not-nhu-muoi-can-va-ngua-c26-q51588#traloi
Da liễu,Kính mong bs tư vấn,"Bs cho cháu hỏi, cháu tắm rửa sạch sẽ, mà cơ thể vẫn nặng mùi, dù k ra hoặc đổ rất ít mồ hôi là bị bệnh gì. Cháu phải khám ở đâu ạ và khám ở khoa nào  kính mong bs tư vấn giúp ạ",26/05/2020,https://medlatec.vn/hoi-dap/kinh-mong-bs-tu-van-c26-q51559#traloi
Da liễu,bác sĩ xem giúp em chỉ số này với ạ,"Em xét nghiệm máu vì bị dị ứng!Chỉ số EO% 0-8% kết quả 3,7. Bác sĩ gạch ngang mà em không hiểu có vấn đề gì không ạ?",24/05/2020,https://medlatec.vn/hoi-dap/bac-si-xem-giup-em-chi-so-nay-voi-a-c26-q51489#traloi
Da liễu,Bệnh,Tôi muốn mua thuốc trị mụn niowcs sinh dục herpes nam,24/05/2020,https://medlatec.vn/hoi-dap/benh-c26-q51486#traloi
Da liễu,Nóng người và ngứa,"Em bị nóng người và ngứa ngáy, nổi mụn( những chấm đỏ nhỏ nhỏ) ở gần bẹn và đang lan ra. Xuất hiện mụn ở bộ phận sinh dục",24/05/2020,https://medlatec.vn/hoi-dap/nong-nguoi-va-ngua-c26-q51433#traloi
Da liễu,hỏi về bệnh da,da bị đốm trắng như đầu ngón tay trên mặt lưng là bệnh gì? cách chữa trị?,23/05/2020,https://medlatec.vn/hoi-dap/hoi-ve-benh-da-c26-q51400#traloi
Da liễu,Viên uống trị mụn,"Viên uống đẹp da, cân bằng nội tiết tố nữ, viên uống collagen có thực sự tốt và không để lại tác dụng phụ không ạ? Có một số thông tin nói là uống thuốc trị mụn sẽ gây ra quái thai... Em đang quan tâm đến Viên uống trị mụn FANCL của Nhật có an toàn không ạ? Mong bác sĩ trả lời giúp em ạ",22/05/2020,https://medlatec.vn/hoi-dap/vien-uong-tri-mun-c26-q51358#traloi
Da liễu,Mất cảm giác nửa đầu ngón tay,"Chào Bác sĩ,
Đợt rồi tôi bị tai nạn, bị đứt tay bên mép giữa đốt thứ 1 và thứ 2( đếm từ trên xuống). Đi bệnh viện có may lại 2 mũi, hiện đã tháo chỉ, nhưng 1 nửa đốt ngón tay bên bị may chỉ thì ko có cảm giác, rờ mạnh vào chỗ vết khâu có cảm giác tê buốt. Bác sĩ cho tôi hỏi có thể hồi phục và hết cảm giác tê buốt ko ạ, từ khi tháo chỉ tôi đã đc hơn 1 tuần. Cảm ơn Bác sĩ.",29/04/2020,https://medlatec.vn/hoi-dap/mat-cam-giac-nua-dau-ngon-tay-c26-q50188#traloi
Da liễu,Viêm da,"Dạ em chào Bác sĩ. Da em bị nổi mụn nước li ti và theo từng mảng, ngứa và cảm giác bỏng. Em đã bị cũng 3 năm rồi. Ban đầu chỉ bị khu vực cằm và giờ thì trên cả mặt ạ. Em có đi khám cũng khá nhiều. Chỗ thì bảo em viêm da vùng miệng/viêm da bã nhờn,... Kính mong bác sĩ hỗ trợ giúp em với ạ. Em cảm ơn!",26/04/2020,https://medlatec.vn/hoi-dap/viem-da--c26-q50036#traloi
Da liễu,Da liễu,"Tôi bị mọc những hạt ẩn dưới da ở 2 tay và 2 chân,sờ vào mới thấy đồng thời có những hạt mụn trắng mọc ngoài da.Cho tôi hỏi là bị gì?",25/04/2020,https://medlatec.vn/hoi-dap/da-lieu-c26-q49976#traloi
Da liễu,Da liễu,"Tôi bị mọc những hạt ẩn dưới da ở 2 tay và 2 chân,sờ vào mới thấy đồng thời có những hạt mụn trắng mọc ngoài da.Cho tôi hỏi là bị gì?",25/04/2020,https://medlatec.vn/hoi-dap/da-lieu-c26-q49975#traloi
Da liễu,Về lưỡi,Thua bác sĩ con bị lu nhu trên lưỡi man lưỡi và noi dom trong cuốn luoi là benh gì hả bác sĩ tư vấn cho e với nhớ bác sĩ giúp đỡ dùm e voi,24/04/2020,https://medlatec.vn/hoi-dap/ve-luoi-c26-q49893#traloi
Da liễu,Về da,Cho em hỏi 1 đầu ngón tay em ngứa tê một vài phút rồi hết ngứa nhưng cảm giác đầu ngón tay tê. Không có triệu chứng khác. Em có đi tắm biển và có mưa khi về tối ngủ lại ngứa. Vài phút sau nó đỡ.,22/04/2020,https://medlatec.vn/hoi-dap/ve-da-c26-q49760#traloi
Da liễu,Da liễu,Thưa Bác sĩ e nâng mũi đã được 1 tháng và uống kháng sinh 12 ngày thôi. Hiện tại em bị nổi mụn nhỏ li ti mà có nhân trắng ở mũi và xung quanh mũi. Em sử dụng nước muối sinh lý thì nó tấy thêm nên ngưng lại. Cho em hỏi đó có phải là do thuốc kháng sinh không ạ?,20/04/2020,https://medlatec.vn/hoi-dap/da-lieu-c26-q49642#traloi
Da liễu,Mụn thịt,"Bác sĩ cho em hỏi, con em năm nay 10 tuổi là bé trai nhưng mặt lại mọc nhiều mụn liti dạng mụn thịt, không biết cháu có sao không ạ, trước đây cháu bị mày đay trong thời gian dài. Không biết có phải do ảnh hưởng của bệnh này không ạ",20/04/2020,https://medlatec.vn/hoi-dap/mun-thit-c26-q49627#traloi
Da liễu,Vết thâm sẹo,Dạ sau khi em tự ý nặn mụn chưa chín thì bây giờ ở bên dưới vùng da có vết thâm đó khi sờ mạnh tay thì có nổi cục cứng không di chuyển còn nhìn hay sờ nhẹ lại không thấy. Vậy những cục cứng nằm phía bên dưới da đó là gì vậy ạ? Do em đang sợ bị sẹo lồi lắm ạ,19/04/2020,https://medlatec.vn/hoi-dap/vet-tham-seo--c26-q49518#traloi
Da liễu,Nốt đen ở ngực và bụng,"Chào bác sỹ ạ
Hiện vùng ngực em và vùng bụng có xuất hiện các nốt đen như đầu tăm. Không ngứa, không đau. Theo em quan sát thì trên bề mặt nốt da hơi khô. Liệu em bị làm sao ạ",17/04/2020,https://medlatec.vn/hoi-dap/not-den-o-nguc-va-bung-c26-q49428#traloi
Da liễu,Biet ve benh,E bi len nhot co mu chay ra mot tuan nay uong thuoc 4 ngay chich hai ngay chua thay bot hom nay thay lan ra cho khac lam mu mu co mau hoi xanh cho e hoi co phai di mo o ak,15/04/2020,https://medlatec.vn/hoi-dap/biet-ve-benh-c26-q49286#traloi
Da liễu,San cho,Toi muon hoi ve giun sán cho.minh da uong liệu trình roii sao van con ngua,15/04/2020,https://medlatec.vn/hoi-dap/san-cho-c26-q49263#traloi
Da liễu,Bỏng do tỏi,Em có trị thâm mụn mới có 4 ngày mà thấy mặt đỏ lên thì phải làm sao,11/04/2020,https://medlatec.vn/hoi-dap/bong-do-toi--c26-q49022#traloi
Da liễu,Da liễu,"Chào bác sĩ, khoảng 4 đến 5 tháng trước cháu có hôn môi, và bị nổi một vài nốt trên lưỡi. Cháu có điêm xét nghiệm và khám thì có dương tính vs HSV và có uống thuốc HSV, các bác sĩ đều bảo là bị mụn rộp ở lưỡi. Nhưng đến giờ vẫn chưa có tiến triển gì và thi thoảng nó lại ngứa và rát chỗ đó. Bác sĩ tư vấn giúp cháu với ạ.",11/04/2020,https://medlatec.vn/hoi-dap/da-lieu-c26-q49011#traloi
Da liễu,"Hơi thở nóng, và nổi hạt ở lưng.","Kinh thưa Bác sĩ trực tuyến, xin hỏi hơi thở nóng, nhưng không sốt là biểu hiện bênh gì? Tháng trước tôi đi khám vì tôi phát hiên ở lưng có những hạt nốt đỏ không mủ, không đau nhức, chấm nổi nhiều uóng thuốc bác sĩ cơ đơn vẫn không lặn , tôi đi xét nghiêm các chỉ số gan thận đều bình thường. Đén nay hạt vẫn ko lặn,có khi lặn rồi thì hạt khác lại nổi lên để lại vết thâm sẹo
Tôi có bị stress vì công việc. tôi nên thăm khám ơ đâu trong giai đoạn dịch bẹnh covid 19. Xin chân thành cảm ơn Bác sĩ.",11/04/2020,https://medlatec.vn/hoi-dap/hoi-tho-nong-va-noi-hat-o-lung-c26-q49008#traloi
Da liễu,Cái dằm,Bs ơi e hoie em bị dằm nhỏ xíu đâm vào tay lùn tầm chưa nửa cm nó ngọt quá e k lấy ra đc mà nó k gây đau chỉ đụng vô thấy rát rát đau thôi vậy có sao k ạ,22/03/2020,https://medlatec.vn/hoi-dap/cai-dam-c26-q48007#traloi
Da liễu,Hỏi bệnh da liễu.,"Chào bác sỹ, tôi bị 1 loại bệnh về da ở vùng bẹn. Trông nó như 1 vết sẹo và càng ngày càng càng loang ra nhiều, da ở vùng đấy rất mỏng, sờ vào nhiều lúc mất cảm giác.",18/03/2020,https://medlatec.vn/hoi-dap/hoi-benh-da-lieu-c26-q47783#traloi
Da liễu,Trên mặt nổi cục cứng nhỏ,"Chào bác sĩ. Xin cho con hỏi gần đây trên mặt con có nổi 1 cục nhỏ như mụn, nhưng cứng, sờ vào thấy hơi đau và hơi tím. Xin cho con hỏi như vậy là cục gì và trị dao ạ.xin cám ơn",16/03/2020,https://medlatec.vn/hoi-dap/tren-ma%CC%A3t-no%CC%89i-cu%CC%A3c-cung-nho%CC%89-c26-q47722#traloi
Da liễu,Cần bs tư vấn giup e ak,"Em xoá xăm và vêt́ thương khô maì ,sau ddó xưć kem trị seọ tanitubex thì bị noị muṇ nc xung quanh vêt thuong và ngứa cho e hoỉ là e ddang bị gì và phaỉ lam̀ thế naò ak .",13/03/2020,https://medlatec.vn/hoi-dap/ca%CC%80n-bs-tu-van-giup-e-ak-c26-q47532#traloi
Da liễu,Lậu PCR,"Bs cho e hỏi là e có đi tiểu buổi sáng khoảng lúc 6h30 sau đó đến khoảng 7h45p e có lấy mẫu dịch niệu đạo để làm xét nghiệm lậu pcr,kết quả của e âm tính ạ,bs cho e hỏi e lấy mẫu dịch sau khi đi tiểu như vậy thì kết quả của e có chính xác và có bị ảnh hưởng gì ko ạ",11/03/2020,https://medlatec.vn/hoi-dap/lau-pcr-c26-q47472#traloi
Da liễu,Biến chứng lậu,"Tôi đã từng bị lậu và có chữa tư sau đó xét nghiệm pcr lậu âm tính,tôi muốn hỏi là khi đã chữa khỏi lậu thì còn có biến chứng hay hậu quả gì sau khi chữa lậu ko bs",10/03/2020,https://medlatec.vn/hoi-dap/bien-chung-lau-c26-q47400#traloi
Da liễu,Bị bỏng do trị mụn thâm bằng tỏi,Thưa bác sĩ do 1 lần điều trị mụn thâm bằng tỏi mà không đọc trước những lưu ý nên giờ da  bị bỏng nổi đỏ. Em  phải làm sao được ạ,10/03/2020,https://medlatec.vn/hoi-dap/bi-bong-do-tri-mun-tham-bang-toi-c26-q47388#traloi
Da liễu,Nổi mẫn ngứa,"Em bị nỗi những mụt như mũi chích, ngứa còn bị táo bón gây trướng bụng , xin hỏi bác sĩ có thể đoán được em mắc bệnh gì không ạ",07/03/2020,https://medlatec.vn/hoi-dap/noi-man-ngua-c26-q47287#traloi
Da liễu,Bị mọc ra tóc quắn có liên quan đến thủ dâm,"Bs ơi hình như gần 1 năm rồi e cảm thấy tóc em quắn khá nhiều, em nghĩ có liên quan đến thủ dâm tại vì thu dâm sẽ mất khá nhiều chắc dinh dưỡng làm cho toc moc không thẳng như trưoc nua, nó cứ bị quắn rất là ghê (em thủ dâm dc 3 năm rồi dc coi là ghiền và thủ dâm nhầm khi rất nhiều ngày nào vẫn đủ 1 lần nhưng về sau này có giảm)  bác sĩ có thể cho em hỏi làm sao để toc móc thang lại va hướng điều trị đc ko ạ",07/03/2020,https://medlatec.vn/hoi-dap/bi-moc-ra-toc-quan-co-lien-quan-den-thu-dam-c26-q47273#traloi
